Client,Service Area,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Regeneration & Economy,D3417,18/07/2017,1038723 - 1,520.5,Revenue,20018460,VEALE WASBROUGH VIZARD
OCC,Regeneration & Economy,D3411,18/07/2017,1038737 - 0,2500,Revenue,20016567,CARTER JONAS
OCC,Regeneration & Economy,B1101,18/07/2017,1038754 - 0,1850,Revenue,20016109,DYNO-ROD THAMES VALLEY REGION LTD
OCC,Regeneration & Economy,B1101,18/07/2017,1038755 - 0,950,Revenue,20016109,DYNO-ROD THAMES VALLEY REGION LTD
OCC,Regeneration & Economy,D3411,18/07/2017,1038760 - 1,1416.67,Revenue,20003549,BOSSOMS BOATYARD LTD
OCC,Regeneration & Economy,D3411,25/07/2017,1039005 - 0,1289.52,Revenue,20019433,MACQUARIE EQUIPMENT FINANCE (UK) LTD
OCC,Regeneration & Economy,Y021,08/08/2017,1039078 - 0,9400,Capital,20002369,RIDGE & PARTNERS LLP
OCC,Regeneration & Economy,D3401,15/08/2017,1039186 - 1,550,Revenue,20014394,CREDITSAFE UK LTD
OCC,Regeneration & Economy,A0702,22/08/2017,1039222 - 0,1682,Revenue,20010691,REED BUSINESS INFORMATION LTD
OCC,Regeneration & Economy,D3411,08/08/2017,1039251 - 0,1416.67,Revenue,20003549,BOSSOMS BOATYARD LTD
OCC,Regeneration & Economy,Y021,05/09/2017,1039456 - 0,900,Capital,20019003,PICK EVERARD
OCC,Regeneration & Economy,D3411,05/09/2017,1039464 - 1,1670,Revenue,20017933,KEVAN WITT ASSOCIATES(2012) LTD T/A GLOBAL SURVEYS
OCC,Regeneration & Economy,Y021,05/09/2017,1039474 - 0,2620,Capital,20019003,PICK EVERARD
OCC,Regeneration & Economy,D3401,22/08/2017,1039502 - 0,677.7,Revenue,20017906,AECOM LTD
OCC,Regeneration & Economy,Y021,12/09/2017,1039506 - 0,4000,Capital,20002369,RIDGE & PARTNERS LLP
OCC,Regeneration & Economy,Y000,22/08/2017,1039517 - 0,27724,Capital,20016787,WILLMOTT DIXON CONSTRUCTION LTD
OCC,Regeneration & Economy,D3411,12/09/2017,1039552 - 0,2030,Revenue,20010039,MARRIOTTS
OCC,Regeneration & Economy,D3411,05/09/2017,1039713 - 0,2550,Revenue,20015341,DAVIS COFFER LYONS
OCC,Regeneration & Economy,D3401,12/09/2017,1039745 - 0,450,Revenue,20018553,CITY INSIGHTS (LONDON) LTD
OCC,Regeneration & Economy,D3411,26/09/2017,1039891 - 0,4250,Revenue,20008467,JONES LANG LASALLE LTD
OCC,Regeneration & Economy,D3401,19/09/2017,1039923 - 0,25000,Revenue,20017906,AECOM LTD
OCC,Regeneration & Economy,D3411,19/09/2017,1039924 - 0,4513.66,Revenue,20015438,WYG ENVIRONMENT PLANNING TRANSPORT LTD
OCC,Regeneration & Economy,D3411,19/09/2017,1039943 - 0,2250,Revenue,20016567,CARTER JONAS
OCC,Regeneration & Economy,D3411,19/09/2017,1039945 - 0,3000,Revenue,20010039,MARRIOTTS
OCC,Regeneration & Economy,D3411,26/09/2017,1039946 - 0,2000,Revenue,20015341,DAVIS COFFER LYONS
OCC,Regeneration & Economy,D3411,19/09/2017,1039951 - 0,3195,Revenue,20018670,Cushman & Wakefield
OCC,Regeneration & Economy,D3411,19/09/2017,1039982 - 0,1300,Revenue,20019638,"JAMES MACKINTOSH ARCHITECTS LTD.,"
OCC,Regeneration & Economy,A0108,18/07/2017,46294455 - 19,12638.73,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Regeneration & Economy,K9550,25/07/2017,46294616 - 1,6875,Revenue,20012815,ST MICHAELS PCC
OCC,Regeneration & Economy,A0108,22/08/2017,46295029 - 24,9159.12,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Regeneration & Economy,A0108,12/09/2017,46295239 - 37,4755.08,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Regeneration & Economy,B1501,04/07/2017,47020294 - 0,1370.82,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020295 - 1,715.86,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020298 - 0,1097.71,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020300 - 0,1243.67,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020301 - 1,967.83,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020304 - 0,1471.7,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020307 - 1,2119.96,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020308 - 0,954.54,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020311 - 0,577.02,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020316 - 0,825.59,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020317 - 1,775.69,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020319 - 1,1011.57,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020322 - 0,1848.77,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020323 - 0,1362.37,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020324 - 1,1983.24,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020325 - 0,1077.85,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,04/07/2017,47020328 - 1,1157.38,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,18/07/2017,47020555 - 0,1594.16,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,18/07/2017,47020562 - 0,640.93,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,25/07/2017,47020880 - 1,1198.62,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Regeneration & Economy,B1501,22/08/2017,47021305 - 1,1600.56,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,22/08/2017,47021312 - 0,649.74,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1830,05/09/2017,47021508 - 1,967.4,Revenue,20019401,CASTLE WATER
OCC,Regeneration & Economy,B1830,12/09/2017,47021511 - 0,931.49,Revenue,20019401,CASTLE WATER
OCC,Regeneration & Economy,B1830,26/09/2017,47021617 - 0,747.36,Revenue,20019401,CASTLE WATER
OCC,Regeneration & Economy,B1501,26/09/2017,47021655 - 0,1584.88,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,B1501,26/09/2017,47021662 - 1,586.79,Revenue,20011411,NPOWER
OCC,"Planning, Sustainable Dev & Regulatory",Y005,04/07/2017,1037267 - 0,1283.96,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",A0108,01/08/2017,1037436 - 1,3660.39,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,"Planning, Sustainable Dev & Regulatory",Y005,04/07/2017,1037829 - 0,4575,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",Y005,04/07/2017,1037840 - 0,11000,Capital,20017827,OWEN CASHELL GENERAL BUILDER
OCC,"Planning, Sustainable Dev & Regulatory",D3802,04/07/2017,1038277 - 0,537.6,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,"Planning, Sustainable Dev & Regulatory",Y005,04/07/2017,1038308 - 0,5650,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",D3411,11/07/2017,1038314 - 0,6000,Revenue,20018276,DESIGN COUNCIL
OCC,"Planning, Sustainable Dev & Regulatory",D3411,11/07/2017,1038326 - 0,6400,Revenue,20018276,DESIGN COUNCIL
OCC,"Planning, Sustainable Dev & Regulatory",D3411,18/07/2017,1038331 - 0,22502.1,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,"Planning, Sustainable Dev & Regulatory",D3411,11/07/2017,1038334 - 0,16818.98,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,"Planning, Sustainable Dev & Regulatory",D3411,18/07/2017,1038335 - 0,36365.48,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,"Planning, Sustainable Dev & Regulatory",D3411,18/07/2017,1038336 - 0,17276.66,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,"Planning, Sustainable Dev & Regulatory",D3411,18/07/2017,1038337 - 0,21249.69,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,"Planning, Sustainable Dev & Regulatory",Y021,11/07/2017,1038351 - 0,14750,Capital,20013684,ATKINS LIMITED
OCC,"Planning, Sustainable Dev & Regulatory",D3411,18/07/2017,1038360 - 0,23639.34,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,"Planning, Sustainable Dev & Regulatory",D3411,18/07/2017,1038361 - 0,24765.87,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,"Planning, Sustainable Dev & Regulatory",D3411,18/07/2017,1038362 - 0,8037.03,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,"Planning, Sustainable Dev & Regulatory",D3411,18/07/2017,1038369 - 0,20709.8,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,"Planning, Sustainable Dev & Regulatory",Y005,04/07/2017,1038416 - 0,4820,Capital,20019646,"DREAMING SPIRES CONSTRUCTION LTD.,"
OCC,"Planning, Sustainable Dev & Regulatory",Y005,04/07/2017,1038417 - 0,4820,Capital,20019646,"DREAMING SPIRES CONSTRUCTION LTD.,"
OCC,"Planning, Sustainable Dev & Regulatory",Y005,04/07/2017,1038430 - 0,1790,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",Y005,11/07/2017,1038446 - 0,3727,Capital,20015923,ABLE LIVING SOLUTIONS
OCC,"Planning, Sustainable Dev & Regulatory",Y005,04/07/2017,1038453 - 0,598.5,Capital,20000222,ELLIOTT & JORDAN LTD
OCC,"Planning, Sustainable Dev & Regulatory",A0622,18/07/2017,1038490 - 0,504,Revenue,20011276,TREVOR ROBERTS ASSOCIATES LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3802,11/07/2017,1038515 - 0,485.1,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,"Planning, Sustainable Dev & Regulatory",Y005,18/07/2017,1038545 - 0,850.93,Capital,20018869,ATHEY & MASON PLUMBING & HEATING LTD
OCC,"Planning, Sustainable Dev & Regulatory",Y005,25/07/2017,1038591 - 0,4025,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",D3401,11/07/2017,1038592 - 0,656,Revenue,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",A0622,11/07/2017,1038598 - 0,715,Revenue,20011276,TREVOR ROBERTS ASSOCIATES LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3411,11/07/2017,1038612 - 0,17500,Revenue,20008467,JONES LANG LASALLE LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3401,18/07/2017,1038619 - 0,1163.5,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
OCC,"Planning, Sustainable Dev & Regulatory",Y005,11/07/2017,1038622 - 0,3988,Capital,20016993,OXFORDSHIRE WET ROOMS & SHOWERS
OCC,"Planning, Sustainable Dev & Regulatory",A0702,25/07/2017,1038636 - 0,2625,Revenue,20009528,HAYMARKET MEDIA GROUP
OCC,"Planning, Sustainable Dev & Regulatory",A0702,25/07/2017,1038637 - 0,1460,Revenue,20009528,HAYMARKET MEDIA GROUP
OCC,"Planning, Sustainable Dev & Regulatory",D3802,18/07/2017,1038640 - 0,539,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,"Planning, Sustainable Dev & Regulatory",D3401,11/07/2017,1038641 - 0,1190,Revenue,20018246,LSD PROMOTIONS LTD
OCC,"Planning, Sustainable Dev & Regulatory",Y005,18/07/2017,1038673 - 0,3950,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",D3401,18/07/2017,1038699 - 0,980,Revenue,20009530,OSBORNE RICHARDSON LTD
OCC,"Planning, Sustainable Dev & Regulatory",Y005,25/07/2017,1038751 - 0,4535,Capital,20014420,C M RAYSON BUILDERS
OCC,"Planning, Sustainable Dev & Regulatory",D3802,25/07/2017,1038764 - 0,452.76,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,"Planning, Sustainable Dev & Regulatory",Y021,08/08/2017,1038788 - 0,2170,Capital,20011285,SHELLEY SIGNS LIMITED
OCC,"Planning, Sustainable Dev & Regulatory",Y005,18/07/2017,1038795 - 0,4133,Capital,20015923,ABLE LIVING SOLUTIONS
OCC,"Planning, Sustainable Dev & Regulatory",Y005,18/07/2017,1038804 - 0,740.51,Capital,20018869,ATHEY & MASON PLUMBING & HEATING LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3401,18/07/2017,1038804 - 1,500,Revenue,20018869,ATHEY & MASON PLUMBING & HEATING LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3401,18/07/2017,1038804 - 2,35.87,Revenue,20018869,ATHEY & MASON PLUMBING & HEATING LTD
OCC,"Planning, Sustainable Dev & Regulatory",A0108,01/08/2017,1038875 - 0,2837.43,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,"Planning, Sustainable Dev & Regulatory",Y173,08/08/2017,1038917 - 0,1140,Capital,20013684,ATKINS LIMITED
OCC,"Planning, Sustainable Dev & Regulatory",Y021,25/07/2017,1038918 - 0,4000,Capital,20013684,ATKINS LIMITED
OCC,"Planning, Sustainable Dev & Regulatory",D3703,25/07/2017,1038924 - 1,2060.72,Revenue,20016102,LABC
OCC,"Planning, Sustainable Dev & Regulatory",Y005,01/08/2017,1038945 - 0,4200,Capital,20014420,C M RAYSON BUILDERS
OCC,"Planning, Sustainable Dev & Regulatory",C2501,15/08/2017,1039039 - 0,968.98,Revenue,20006596,OXFORD BUS COMPANY LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3802,22/08/2017,1039044 - 1,539,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,"Planning, Sustainable Dev & Regulatory",A0646,01/08/2017,1039077 - 0,787.5,Revenue,20019647,ROYAL SOCIETY FOR PUBLIC HEALTH
OCC,"Planning, Sustainable Dev & Regulatory",Y005,26/09/2017,1039085 - 0,4960,Capital,20014420,C M RAYSON BUILDERS
OCC,"Planning, Sustainable Dev & Regulatory",Y005,22/08/2017,1039094 - 0,4880,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",D3411,01/08/2017,1039109 - 0,2460,Revenue,20019524,WHITE LAND STRATEGIES LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3411,08/08/2017,1039110 - 0,5000,Revenue,20019524,WHITE LAND STRATEGIES LTD
OCC,"Planning, Sustainable Dev & Regulatory",Y005,15/08/2017,1039191 - 0,2760,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",Y005,15/08/2017,1039192 - 0,1650,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",B1101,15/08/2017,1039221 - 0,3646,Revenue,20015923,ABLE LIVING SOLUTIONS
OCC,"Planning, Sustainable Dev & Regulatory",D3411,22/08/2017,1039257 - 0,7493.75,Revenue,20017818,RICARDO-AEA LTD
OCC,"Planning, Sustainable Dev & Regulatory",Y005,08/08/2017,1039275 - 0,4200,Capital,20014420,C M RAYSON BUILDERS
OCC,"Planning, Sustainable Dev & Regulatory",D3401,08/08/2017,1039276 - 0,557.5,Revenue,20002859,BRUEL & KJAER (UK) LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3802,15/08/2017,1039293 - 0,540,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,"Planning, Sustainable Dev & Regulatory",D3401,15/08/2017,1039311 - 0,1866,Revenue,20009530,OSBORNE RICHARDSON LTD
OCC,"Planning, Sustainable Dev & Regulatory",Y005,26/09/2017,1039314 - 0,6050,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",D3401,15/08/2017,1039318 - 0,3577.75,Revenue,20009530,OSBORNE RICHARDSON LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3401,15/08/2017,1039329 - 0,906,Revenue,20009530,OSBORNE RICHARDSON LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3401,05/09/2017,1039335 - 0,2223,Revenue,20006232,K DESIGN
OCC,"Planning, Sustainable Dev & Regulatory",Y005,15/08/2017,1039427 - 0,4818.07,Capital,20019646,"DREAMING SPIRES CONSTRUCTION LTD.,"
OCC,"Planning, Sustainable Dev & Regulatory",D3401,05/09/2017,1039445 - 0,3270,Revenue,20018909,POLLUTION MONITORS LIMITED
OCC,"Planning, Sustainable Dev & Regulatory",D3401,22/08/2017,1039448 - 0,885,Revenue,20009530,OSBORNE RICHARDSON LTD
OCC,"Planning, Sustainable Dev & Regulatory",Y005,22/08/2017,1039457 - 0,14293,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",B1165,22/08/2017,1039499 - 0,53220,Revenue,20019179,SPIRIT SOLAR LTD
OCC,"Planning, Sustainable Dev & Regulatory",B1165,22/08/2017,1039500 - 0,26610,Revenue,20019179,SPIRIT SOLAR LTD
OCC,"Planning, Sustainable Dev & Regulatory",Y005,19/09/2017,1039534 - 1,3702.58,Capital,20014420,C M RAYSON BUILDERS
OCC,"Planning, Sustainable Dev & Regulatory",B1103,12/09/2017,1039616 - 0,750,Revenue,20019652,AQUALOGIC (WC) LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3501,12/09/2017,1039616 - 1,15,Revenue,20019652,AQUALOGIC (WC) LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3401,05/09/2017,1039671 - 0,1162.92,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
OCC,"Planning, Sustainable Dev & Regulatory",Y005,30/08/2017,1039684 - 0,4732,Capital,20015923,ABLE LIVING SOLUTIONS
OCC,"Planning, Sustainable Dev & Regulatory",Y005,26/09/2017,1039775 - 0,4960,Capital,20014420,C M RAYSON BUILDERS
OCC,"Planning, Sustainable Dev & Regulatory",Y005,05/09/2017,1039789 - 0,800,Capital,20016167,MR P A SMITH
OCC,"Planning, Sustainable Dev & Regulatory",D3401,15/09/2017,1039790 - 0,1000,Revenue,20015921,RIGHT ANGLE DESIGN
OCC,"Planning, Sustainable Dev & Regulatory",Y005,19/09/2017,1039811 - 0,1440,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",D3401,26/09/2017,1039825 - 0,450,Revenue,20019179,SPIRIT SOLAR LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3411,26/09/2017,1039917 - 0,25000,Revenue,20008467,JONES LANG LASALLE LTD
OCC,"Planning, Sustainable Dev & Regulatory",Y005,19/09/2017,1039942 - 0,806.46,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",D3417,19/09/2017,1039959 - 0,525,Revenue,20014117,MR DOUGLAS EDWARDS
OCC,"Planning, Sustainable Dev & Regulatory",Y005,26/09/2017,1039971 - 0,11780.4,Capital,20000222,ELLIOTT & JORDAN LTD
OCC,"Planning, Sustainable Dev & Regulatory",Y005,19/09/2017,1040008 - 0,6560,Capital,20017827,OWEN CASHELL GENERAL BUILDER
OCC,"Planning, Sustainable Dev & Regulatory",Y005,19/09/2017,1040027 - 0,10000,Capital,20015923,ABLE LIVING SOLUTIONS
OCC,"Planning, Sustainable Dev & Regulatory",D3306,26/09/2017,1040041 - 1,818.5,Revenue,20002121,CANON (UK) LTD
OCC,"Planning, Sustainable Dev & Regulatory",Y021,26/09/2017,1040119 - 0,9972.36,Capital,20019694,FRANKLIN EV LTD
OCC,"Planning, Sustainable Dev & Regulatory",B1165,26/09/2017,1040158 - 0,15966,Revenue,20019179,SPIRIT SOLAR LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3401,26/09/2017,1040164 - 0,1162.92,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
OCC,"Planning, Sustainable Dev & Regulatory",D3401,26/09/2017,1040165 - 0,1162.92,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
OCC,"Planning, Sustainable Dev & Regulatory",D3411,04/07/2017,46294292 - 1,725,Revenue,20000000,GENERAL EXPENSES
OCC,"Planning, Sustainable Dev & Regulatory",D3411,18/07/2017,46294449 - 1,725,Revenue,20000000,GENERAL EXPENSES
OCC,"Planning, Sustainable Dev & Regulatory",D3411,18/07/2017,46294449 - 2,46.8,Revenue,20000000,GENERAL EXPENSES
OCC,"Planning, Sustainable Dev & Regulatory",A0108,18/07/2017,46294455 - 8,37626.74,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,"Planning, Sustainable Dev & Regulatory",A0108,18/07/2017,46294455 - 21,3087.66,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,"Planning, Sustainable Dev & Regulatory",A0108,18/07/2017,46294455 - 33,3190.01,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3411,25/07/2017,46294506 - 14,99,Revenue,20011499,TOPS
OCC,"Planning, Sustainable Dev & Regulatory",A0965,01/08/2017,46294700 - 3,3,Revenue,20014779,CYCLESCHEME LIMITED
OCC,"Planning, Sustainable Dev & Regulatory",D3701,01/08/2017,46294714 - 1,500,Revenue,20000000,GENERAL EXPENSES
OCC,"Planning, Sustainable Dev & Regulatory",D3701,01/08/2017,46294714 - 2,500,Revenue,20000000,GENERAL EXPENSES
OCC,"Planning, Sustainable Dev & Regulatory",D3411,08/08/2017,46294745 - 1,11455,Revenue,20008848,LAND USE CONSULTANTS
OCC,"Planning, Sustainable Dev & Regulatory",D3411,30/08/2017,46294879 - 11,126,Revenue,20011499,TOPS
OCC,"Planning, Sustainable Dev & Regulatory",D3401,15/08/2017,46294920 - 1,2500,Revenue,20000000,GENERAL EXPENSES
OCC,"Planning, Sustainable Dev & Regulatory",A0108,22/08/2017,46295029 - 9,22228.69,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,"Planning, Sustainable Dev & Regulatory",A0108,22/08/2017,46295029 - 25,2468.59,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,"Planning, Sustainable Dev & Regulatory",A0108,22/08/2017,46295029 - 26,2316.86,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,"Planning, Sustainable Dev & Regulatory",D3411,26/09/2017,46295190 - 12,102,Revenue,20011499,TOPS
OCC,"Planning, Sustainable Dev & Regulatory",A0108,12/09/2017,46295239 - 25,11763.41,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,"Planning, Sustainable Dev & Regulatory",Y021,11/07/2017,48021830 - 1,14750,Capital,20013684,ATKINS LIMITED
OCC,"Planning, Sustainable Dev & Regulatory",Y021,08/08/2017,48021834 - 1,7892,Capital,20004730,LITTLEMORE PARISH COUNCIL
OCC,Housing Services,B1103,11/07/2017,1038219 - 3,4820.35,Revenue,20000210,BARKER & EVANS LTD
OCC,Housing Services,Y021,11/07/2017,1038309 - 0,41219.77,Capital,20017269,CROFT BUILDING & CONSERVATION LTD
OCC,Housing Services,B1101,18/07/2017,1038332 - 0,515,Revenue,20013257,CITY INSULATION CONTRACTORS LIMITED
OCC,Housing Services,D3600,04/07/2017,1038388 - 0,1565.67,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
OCC,Housing Services,A0622,04/07/2017,1038426 - 0,1650,Revenue,20019650,ROD LAIRD LTD T/A ROD LAIRD ORGANISATION
OCC,Housing Services,B1103,04/07/2017,1038433 - 6,9381.55,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing Services,B1103,04/07/2017,1038445 - 0,502.5,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Housing Services,D3510,04/07/2017,1038455 - 0,3848.52,Revenue,20012480,HOUSEMARK LTD
OCC,Housing Services,B1101,04/07/2017,1038474 - 0,597.5,Revenue,20019316,TRUTH LTD T/A KJC FELT ROOFING
OCC,Housing Services,B1101,04/07/2017,1038475 - 0,750,Revenue,20019316,TRUTH LTD T/A KJC FELT ROOFING
OCC,Housing Services,D3001,18/07/2017,1038493 - 0,572.68,Revenue,20016872,MOREFLOORLESS LTD T/AS CARPETS 4 LESS
OCC,Housing Services,B1101,25/07/2017,1038539 - 0,970,Revenue,20010433,IDEAL FLOORING (OXFORD) LTD
OCC,Housing Services,D3611,11/07/2017,1038560 - 1,3000,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,D3611,11/07/2017,1038561 - 1,2850,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,D3611,11/07/2017,1038562 - 1,2850,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,D3611,11/07/2017,1038563 - 1,4680,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,D3611,11/07/2017,1038564 - 1,2475,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,D3611,11/07/2017,1038565 - 1,4980,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
