Client,Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Direct Services,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 23,1195.41,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 24,2722.5,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 25,2429.06,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 26,2281.47,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 27,8106.09,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 28,1632.78,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 29,3555.86,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 30,21531.53,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 31,4497.69,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 32,1733.82,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 33,4461.68,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 34,9816.31,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 35,3182.03,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 36,101.03,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,General Contracted Services,D3401,27/09/2016,46291152 - 1,2336.25,Revenue,20000000,GENERAL EXPENSES
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 1,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 2,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 3,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 4,130,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 5,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 6,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 7,650,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 8,650,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 9,165,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 10,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 11,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 12,165,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 13,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 14,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 15,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 16,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 17,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 18,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 19,130,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,23/09/2016,46291153 - 20,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Materials,D3021,27/09/2016,46291165 - 1,680.4,Revenue,20003882,SPALDINGS (UK) LTD
OCC,Direct Services,Cycle Scheme 2008/09,A0965,27/09/2016,46291183 - 3,3,Revenue,20014779,CYCLESCHEME LIMITED
OCC,Direct Services,Fire Alarms and Emergency Lighting,B1241,31/08/2016,46291250 - 4,185.01,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,Fire Alarms and Emergency Lighting,B1241,31/08/2016,46291250 - 5,150,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,Fire Alarms and Emergency Lighting,B1241,31/08/2016,46291250 - 8,40,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,Electricity,B1501,19/07/2016,47015192 - 1,1186.3,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Gas,B1502,19/07/2016,47015228 - 0,828.51,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,19/07/2016,47015234 - 1,669.68,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,19/07/2016,47015237 - 0,1949.51,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Gas,B1502,19/07/2016,47015239 - 0,709.13,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,19/07/2016,47015256 - 1,3107.92,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,19/07/2016,47015341 - 0,714.45,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Water & Sewerage Charges,B1830,26/07/2016,47015410 - 0,734.01,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Water & Sewerage Charges,B1830,26/07/2016,47015412 - 0,4131.08,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Electricity,B1501,09/08/2016,47015423 - 0,747.2,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,09/08/2016,47015426 - 1,1879.82,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,09/08/2016,47015448 - 0,3063.02,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Gas,B1502,09/08/2016,47015464 - 0,632.48,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,17/08/2016,47015955 - 1,1225.74,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Water & Sewerage Charges,B1830,17/08/2016,47015957 - 1,531.18,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Electricity,B1501,17/08/2016,47015965 - 0,1811.46,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,17/08/2016,47015966 - 1,706.87,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,17/08/2016,47015970 - 1,1042.87,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,17/08/2016,47015980 - 1,549.83,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,17/08/2016,47015981 - 0,658.5,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,17/08/2016,47016012 - 0,3125.89,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,17/08/2016,47016023 - 1,863.38,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Water & Sewerage Charges,B1830,23/08/2016,47016069 - 1,697.02,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Water & Sewerage Charges,B1830,06/09/2016,47016276 - 0,586.11,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Water & Sewerage Charges,B1830,13/09/2016,47016290 - 0,921.65,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Electricity,B1501,13/09/2016,47016301 - 0,770.1,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,13/09/2016,47016304 - 1,1785.49,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Gas,B1502,13/09/2016,47016343 - 1,587.5,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,13/09/2016,47016348 - 1,3139.25,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,13/09/2016,47016357 - 0,1225.74,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Water & Sewerage Charges,B1830,13/09/2016,47016366 - 1,4052.88,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Water & Sewerage Charges,B1830,13/09/2016,47016370 - 1,820.74,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Water & Sewerage Charges,B1830,20/09/2016,47016381 - 1,1824.64,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Electricity,B1501,20/09/2016,47016389 - 1,797.36,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,20/09/2016,47016441 - 0,1140.35,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Water & Sewerage Charges,B1830,20/09/2016,47016517 - 0,560.51,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Materials,D3021,05/07/2016,47985830 - 0,696,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,General Contracted Services,D3401,05/07/2016,47985836 - 1,490.26,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
OCC,Direct Services,General Contracted Services,D3401,05/07/2016,47985836 - 2,70,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
OCC,Direct Services,Fuel Systems Maintenance,D3338,05/07/2016,47985843 - 0,300,Revenue,20008157,VECTEC LTD
OCC,Direct Services,Fuel Systems Maintenance,D3338,05/07/2016,47985843 - 1,30,Revenue,20008157,VECTEC LTD
OCC,Direct Services,Fuel Systems Maintenance,D3338,05/07/2016,47985843 - 2,166.64,Revenue,20008157,VECTEC LTD
OCC,Direct Services,Fuel Systems Maintenance,D3338,05/07/2016,47985843 - 3,161.38,Revenue,20008157,VECTEC LTD
OCC,Direct Services,Fuel Purchase (Stock),C2003,05/07/2016,47985851 - 0,1600.34,Revenue,20011436,PACE FUEL CARE
OCC,Direct Services,Fuel Purchase (Stock),C2003,05/07/2016,47985899 - 1,30610.13,Revenue,20019099,HALL FUELS
OCC,Direct Services,Materials,D3021,12/07/2016,47985916 - 0,435.82,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,Materials,D3021,12/07/2016,47985943 - 0,569.89,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,12/07/2016,47985943 - 2,10,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,General Contracted Services,D3401,12/07/2016,47985964 - 0,2646.53,Revenue,20017042,BANDVULC TRUCK TYRES
OCC,Direct Services,Materials,D3021,12/07/2016,47985967 - 1,1020.23,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,General Contracted Services,D3401,12/07/2016,47986011 - 1,892.37,Revenue,20018111,JOHNSONS APPARELMASTER PLC
OCC,Direct Services,Materials,D3021,19/07/2016,47986019 - 1,430.27,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,Materials,D3021,19/07/2016,47986019 - 2,15,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,Materials,D3021,19/07/2016,47986023 - 1,606,Revenue,20007941,VOLVO TRUCK & BUS LIMITED
OCC,Direct Services,General Contracted Services,D3401,19/07/2016,47986035 - 0,1140,Revenue,20008297,VL TEST SYSTEMS LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986037 - 0,563.78,Revenue,20007563,DEL EQUIPMENT (UK) LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986037 - 1,7.5,Revenue,20007563,DEL EQUIPMENT (UK) LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986037 - 2,52.53,Revenue,20007563,DEL EQUIPMENT (UK) LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986037 - 3,7.5,Revenue,20007563,DEL EQUIPMENT (UK) LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986047 - 1,126,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986047 - 2,110,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986047 - 3,156,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986047 - 4,94,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986056 - 1,128,Revenue,20006048,WESTCON EQUIPMENT (UK) LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986056 - 2,128,Revenue,20006048,WESTCON EQUIPMENT (UK) LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986056 - 3,64,Revenue,20006048,WESTCON EQUIPMENT (UK) LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986056 - 4,64,Revenue,20006048,WESTCON EQUIPMENT (UK) LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986056 - 5,44,Revenue,20006048,WESTCON EQUIPMENT (UK) LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986061 - 0,781.44,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986061 - 1,10,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,02/08/2016,47986065 - 0,470,Revenue,20005132,VISION TECHNIQUES LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986072 - 1,49.44,Revenue,20010430,TERBERG MATEC UK LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986072 - 2,145.9,Revenue,20010430,TERBERG MATEC UK LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986072 - 4,325.69,Revenue,20010430,TERBERG MATEC UK LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986084 - 0,479.38,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,19/07/2016,47986084 - 1,359.17,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Fuel Purchase (Stock),C2003,19/07/2016,47986110 - 1,5202.6,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,19/07/2016,47986111 - 0,6069.7,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,19/07/2016,47986112 - 1,2608.24,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,19/07/2016,47986113 - 0,16483.57,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,19/07/2016,47986114 - 1,16243.3,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,19/07/2016,47986115 - 0,6135.5,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,19/07/2016,47986116 - 1,9239.19,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,19/07/2016,47986117 - 0,8091.9,Revenue,20019099,HALL FUELS
OCC,Direct Services,Materials,D3021,26/07/2016,47986129 - 1,644.66,Revenue,20003145,RP CHERRY & SONS LTD
OCC,Direct Services,Main Contractor,Y021,26/07/2016,47986137 - 1,81097.38,Capital,20009973,RYGOR COMMERCIALS LTD
OCC,Direct Services,Main Contractor,Y021,26/07/2016,47986137 - 2,21155,Capital,20009973,RYGOR COMMERCIALS LTD
OCC,Direct Services,Main Contractor,Y021,26/07/2016,47986137 - 3,35960,Capital,20009973,RYGOR COMMERCIALS LTD
OCC,Direct Services,Main Contractor,Y021,26/07/2016,47986137 - 4,4800,Capital,20009973,RYGOR COMMERCIALS LTD
OCC,Direct Services,Main Contractor,Y021,26/07/2016,47986137 - 5,1255,Capital,20009973,RYGOR COMMERCIALS LTD
OCC,Direct Services,Main Contractor,Y021,26/07/2016,47986137 - 6,3749.67,Capital,20009973,RYGOR COMMERCIALS LTD
OCC,Direct Services,Main Contractor,Y021,26/07/2016,47986137 - 7,5430,Capital,20009973,RYGOR COMMERCIALS LTD
OCC,Direct Services,Main Contractor,Y021,26/07/2016,47986137 - 8,1526.17,Capital,20009973,RYGOR COMMERCIALS LTD
OCC,Direct Services,Main Contractor,Y021,26/07/2016,47986137 - 9,425,Capital,20009973,RYGOR COMMERCIALS LTD
OCC,Direct Services,Materials,D3021,26/07/2016,47986148 - 0,97.64,Revenue,20007940,CORDWALLIS OXFORD LTD
OCC,Direct Services,Materials,D3021,26/07/2016,47986148 - 1,384.22,Revenue,20007940,CORDWALLIS OXFORD LTD
OCC,Direct Services,Materials,D3021,26/07/2016,47986153 - 1,997.92,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,General Contracted Services,D3401,02/08/2016,47986238 - 0,474.25,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
OCC,Direct Services,Materials,D3021,02/08/2016,47986239 - 1,545.03,Revenue,20017004,HARTWELL OXFORD RENAULT
OCC,Direct Services,Materials,D3021,02/08/2016,47986246 - 1,987.92,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,02/08/2016,47986246 - 2,10,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,02/08/2016,47986247 - 0,378.45,Revenue,20002610,JOHNSTON SWEEPERS LTD
OCC,Direct Services,Materials,D3021,02/08/2016,47986247 - 1,49,Revenue,20002610,JOHNSTON SWEEPERS LTD
OCC,Direct Services,Materials,D3021,02/08/2016,47986247 - 2,11.01,Revenue,20002610,JOHNSTON SWEEPERS LTD
OCC,Direct Services,Materials,D3021,02/08/2016,47986257 - 0,823.27,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Fuel Purchase (Stock),C2003,02/08/2016,47986287 - 0,1633.8,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,02/08/2016,47986288 - 1,14245.31,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,02/08/2016,47986289 - 0,4455,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,02/08/2016,47986290 - 1,6237,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,02/08/2016,47986291 - 0,3564,Revenue,20019099,HALL FUELS
OCC,Direct Services,Materials,D3021,09/08/2016,47986310 - 0,549.36,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,Materials,D3021,09/08/2016,47986312 - 0,469.5,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,Materials,D3021,09/08/2016,47986312 - 1,14.9,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,Veh.maint direct purchase,D3031,09/08/2016,47986318 - 0,512.64,Revenue,20019208,ADAMS MOREY LTD
OCC,Direct Services,Materials,D3021,09/08/2016,47986324 - 0,98.9,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,Materials,D3021,09/08/2016,47986324 - 1,360.32,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,Materials,D3021,09/08/2016,47986324 - 2,15,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,Materials,D3021,09/08/2016,47986326 - 1,11.14,Revenue,20009973,RYGOR COMMERCIALS LTD
OCC,Direct Services,Materials,D3021,09/08/2016,47986326 - 2,431.04,Revenue,20009973,RYGOR COMMERCIALS LTD
OCC,Direct Services,Materials,D3021,09/08/2016,47986329 - 1,585,Revenue,20002444,UNIVERSAL TRUCK&TRAILER PARTS
OCC,Direct Services,Materials,D3021,09/08/2016,47986329 - 2,150,Revenue,20002444,UNIVERSAL TRUCK&TRAILER PARTS
OCC,Direct Services,Materials,D3021,09/08/2016,47986339 - 0,1381.32,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,09/08/2016,47986362 - 1,657.02,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,09/08/2016,47986363 - 0,621.88,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,09/08/2016,47986364 - 1,117.26,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,09/08/2016,47986364 - 2,268,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,09/08/2016,47986364 - 3,170.01,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,09/08/2016,47986364 - 4,54.73,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,09/08/2016,47986364 - 5,115.93,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Fuel Purchase (Stock),C2003,09/08/2016,47986385 - 1,4204.5,Revenue,20019099,HALL FUELS
OCC,Direct Services,Materials,D3021,09/08/2016,47986401 - 1,69.82,Revenue,20014507,FAUN ZOELLER (UK) LTD
OCC,Direct Services,Materials,D3021,09/08/2016,47986401 - 2,11.5,Revenue,20014507,FAUN ZOELLER (UK) LTD
OCC,Direct Services,Materials,D3021,09/08/2016,47986401 - 3,560,Revenue,20014507,FAUN ZOELLER (UK) LTD
OCC,Direct Services,Materials,D3021,09/08/2016,47986401 - 4,59.74,Revenue,20014507,FAUN ZOELLER (UK) LTD
OCC,Direct Services,Materials,D3021,17/08/2016,47986480 - 1,524,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,17/08/2016,47986480 - 2,240,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986533 - 0,330,Revenue,20002444,UNIVERSAL TRUCK&TRAILER PARTS
OCC,Direct Services,Materials,D3021,23/08/2016,47986533 - 1,7.92,Revenue,20002444,UNIVERSAL TRUCK&TRAILER PARTS
OCC,Direct Services,Materials,D3021,23/08/2016,47986533 - 2,3.62,Revenue,20002444,UNIVERSAL TRUCK&TRAILER PARTS
OCC,Direct Services,Materials,D3021,23/08/2016,47986533 - 3,9.28,Revenue,20002444,UNIVERSAL TRUCK&TRAILER PARTS
OCC,Direct Services,Materials,D3021,23/08/2016,47986533 - 4,73.12,Revenue,20002444,UNIVERSAL TRUCK&TRAILER PARTS
OCC,Direct Services,Materials,D3021,23/08/2016,47986541 - 0,220,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986541 - 1,235,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986541 - 2,117,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986542 - 1,444.6,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986552 - 1,530.58,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,General Contracted Services,D3401,23/08/2016,47986559 - 0,424.48,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,General Contracted Services,D3401,23/08/2016,47986559 - 1,100,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,General Contracted Services,D3401,23/08/2016,47986559 - 2,424.48,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,Materials,D3021,23/08/2016,47986567 - 0,160.4,Revenue,20010430,TERBERG MATEC UK LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986567 - 1,325.69,Revenue,20010430,TERBERG MATEC UK LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986568 - 1,992.75,Revenue,20010430,TERBERG MATEC UK LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986568 - 2,25,Revenue,20010430,TERBERG MATEC UK LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986576 - 1,1435.76,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986576 - 2,5.95,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986576 - 3,5.95,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986582 - 0,2650,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986582 - 1,100,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986582 - 2,700,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,23/08/2016,47986582 - 3,440,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Fuel Purchase (Stock),C2003,23/08/2016,47986627 - 1,6011.6,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,23/08/2016,47986628 - 0,6011.6,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,23/08/2016,47986629 - 1,2159.88,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,23/08/2016,47986630 - 0,15912.71,Revenue,20019099,HALL FUELS
OCC,Direct Services,Materials,D3021,23/08/2016,47986633 - 1,468.71,Revenue,20013677,
OCC,Direct Services,Materials,D3021,23/08/2016,47986633 - 2,200,Revenue,20013677,
OCC,Direct Services,General Contracted Services,D3401,23/08/2016,47986640 - 0,891.4,Revenue,20018111,JOHNSONS APPARELMASTER PLC
OCC,Direct Services,Repairs & Improvements,B1109,31/08/2016,47986646 - 0,500,Revenue,20018213,VEHICLE TECHNOLOGY SOLUTIONS LTD
OCC,Direct Services,Repairs & Improvements,B1109,31/08/2016,47986646 - 1,80,Revenue,20018213,VEHICLE TECHNOLOGY SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,31/08/2016,47986655 - 1,627,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,Materials,D3021,31/08/2016,47986655 - 2,45,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,Materials,D3021,31/08/2016,47986657 - 0,811.72,Revenue,20008297,VL TEST SYSTEMS LTD
OCC,Direct Services,General Contracted Services,D3401,31/08/2016,47986659 - 0,540,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
